Tycho;521;[Face:(0.00, 0.00, 0.00),(0.00000, 0.00000, 0.00000, 1.00000),(1.00, 1.00, 1.00)-EyeLeft:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-EyeRight:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-Mouth:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-];
Tycho;915;[Face:(0.00, 0.00, 0.00),(0.00000, 0.00000, 0.00000, 1.00000),(1.00, 1.00, 1.00)-EyeLeft:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-EyeRight:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-Mouth:(-0.19, 0.16, -0.41),(0.00000, 0.00000, 0.00000, 1.00000),(0.13, 0.13, 0.13)-];
